,Goods Location,Product Name,Discount Price,Product Price,Product Discount,Reviews
501,,"ZTE Blade A55, 4GB RAM + 128GB ROM, 6.6” HD+, 5000mAh - Black","₦ 121,445","₦ 200,000",,3.9 out of 5(16)
502,,"Samsung Galaxy A06 6.7"" 4GB RAM/64GB ROM Android 14 - Black","₦ 144,270","₦ 200,000",,
503,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4 out of 5(19)
504,,"Samsung Galaxy A06 6.7"" 4GB RAM / 64GB ROM Android 14 - Black","₦ 144,270","₦ 250,000",,4.5 out of 5(2)
505,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Light Green","₦ 122,000","₦ 135,000",,4.1 out of 5(49)
506,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 - Sage Green,"₦ 157,320","₦ 350,000",,
507,,"AGM H6 Leather Ultra-Thin Rugged Smartphone 6.6"" 16GB RAM/256GB Android 13 NFC - Black","₦ 272,669","₦ 304,386",,4.3 out of 5(44)
508,,"Poco C61 6.71"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 126,600","₦ 700,000",,1 out of 5(1)
509,,Nokia T20 10.4” 4GB RAM/64GB ROM Android 11- Ocean Blue,"₦ 169,990","₦ 200,000",,4.4 out of 5(21)
510,,"Poco C61 6.71"" 3GB RAM / 64GB ROM Android 14 - Black","₦ 110,210","₦ 700,000",,1 out of 5(1)
511,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - White","₦ 331,855","₦ 390,000",,4.7 out of 5(3)
512,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -Black","₦ 133,300","₦ 200,000",,3.7 out of 5(3)
513,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Midnight Black,"₦ 157,320","₦ 250,000",,3.3 out of 5(9)
514,,"FreeYond M5,4GB+128GB,4G 6.52"" Smartphone 5000mAh,Grey","₦ 131,600","₦ 199,000",,3.8 out of 5(244)
515,,XIAOMI Redmi 14C 6.88'' 4GB RAM/128GB ROM Android 14 -Starry Blue,"₦ 139,000","₦ 500,000",,5 out of 5(1)
516,,"Tecno POVA 6 Neo 6.78"" 8GB RAM/256GB ROM Android 14 - Black","₦ 268,500","₦ 300,000",,4 out of 5(4)
517,,"ZTE Blade A35 4GB RAM + 64GB ROM, 6.6” HD+, 5000mAh - Black","₦ 108,560","₦ 150,000",,4.7 out of 5(7)
518,,"Poco C75 6.88"" 6GB RAM / 128GB ROM Android 14 - Black","₦ 157,320","₦ 700,000",,
519,,"Tecno CAMON 30 6.78"" 12GB RAM/256GB ROM Android 14 - Dark","₦ 387,835","₦ 500,000",,
520,,itel P55T 6.56″ HD +Hole 4GB RAM/128GB ROM Android 14 - Gold,"₦ 115,000","₦ 159,000",,4.3 out of 5(132)
521,,"XIAOMI Redmi 13, 6.79"" 8Gb RAM / 256GB ROM (Redmi8+256) - Black","₦ 238,075","₦ 400,000",,4.5 out of 5(37)
522,,XIAOMI Redmi 14C 6.88'' 8GBRAM/256GB ROM 5G Android 14 -Midnight Black,"₦ 176,320","₦ 400,000",,4.2 out of 5(30)
523,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Black","₦ 121,960","₦ 150,000",,4.1 out of 5(363)
524,,"XIAOMI Redmi A3 Pro 6.88"" 4GB RAM / 128GB ROM Android 14 - Navy Blue","₦ 132,785","₦ 250,000",,3.7 out of 5(19)
525,,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black","₦ 119,900","₦ 200,000",,4.5 out of 5(14)
526,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Dreamy Purple,"₦ 157,320","₦ 350,000",,4.3 out of 5(48)
527,,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black","₦ 156,190","₦ 200,000",,4.7 out of 5(21)
528,,"Nokia 105_African Edition, 1.77"" 4MB/4MB, 800 MAh, Dual Sim - Blue","₦ 14,400","₦ 20,000",,3.9 out of 5(311)
529,,itel P55 5G 6.6″ HD +Hole 6GB RAM/128GB ROM Android 13 - Blue,"₦ 125,000","₦ 277,500",,4.6 out of 5(35)
530,,"Tecno Pop 9 6.67"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 142,900","₦ 200,000",,4.2 out of 5(22)
531,,"FreeYond F9,2GB+64GB,6.52"" Smartphone,4G,5000mAh,Black","₦ 96,600","₦ 139,000",,4 out of 5(298)
532,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 400,000",,4.1 out of 5(21)
533,,"Tecno Spark 30 Pro KL7 6.78"" 8GB RAM/128GB ROM Android 14 - Obsidian Edge","₦ 249,075","₦ 500,000",,4.1 out of 5(19)
534,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 450,000",,3.3 out of 5(3)
535,,"itel S23+ 6.78"" FHD 8GB RAM/256 ROM Android 12 - Blue","₦ 198,000","₦ 280,000",,4.5 out of 5(29)
536,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4.5 out of 5(4)
537,,"Samsung Galaxy A06 6.7"" 4GB RAM/128GB ROM Android 14 - Light Blue","₦ 155,800","₦ 300,000",,5 out of 5(3)
538,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -White","₦ 133,300","₦ 200,000",,4.5 out of 5(10)
539,,"Samsung Galaxy A15 6.5"" 8GB RAM/256GB ROM Android 14 - Blue","₦ 305,220","₦ 380,000",,4.9 out of 5(7)
540,,"ZTE Nubia V60 Design 6GB / 256GB 6.6'' FHD+, 50MP Camera - Blue","₦ 174,230","₦ 300,000",,4.8 out of 5(23)
541,,Realme Note 50 Dual SIM  3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.5 out of 5(11)
542,,"Samsung Galaxy A24 6.5"" 6GB RAM/128GB ROM Android 13  - Black + Free Backpack","₦ 316,999","₦ 350,000",,3.7 out of 5(3)
543,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - Dark","₦ 331,855","₦ 390,000",,4.6 out of 5(7)
544,,"ZTE Blade A55, 4GB RAM + 128GB ROM, 6.6” HD+, 5000mAh - Black","₦ 121,445","₦ 200,000",,3.9 out of 5(16)
545,,"Samsung Galaxy A06 6.7"" 4GB RAM/64GB ROM Android 14 - Black","₦ 144,270","₦ 200,000",,
546,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4 out of 5(19)
547,,"Samsung Galaxy A06 6.7"" 4GB RAM / 64GB ROM Android 14 - Black","₦ 144,270","₦ 250,000",,4.5 out of 5(2)
548,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Light Green","₦ 122,000","₦ 135,000",,4.1 out of 5(49)
549,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 - Sage Green,"₦ 157,320","₦ 350,000",,
550,,"AGM H6 Leather Ultra-Thin Rugged Smartphone 6.6"" 16GB RAM/256GB Android 13 NFC - Black","₦ 272,669","₦ 304,386",,4.3 out of 5(44)
551,,"Poco C61 6.71"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 126,600","₦ 700,000",,1 out of 5(1)
552,,Oppo A31 6GB RAM+128G ROM Refurbished Dual SIM6.5 Inch Screen HD Camera 12MP Face Unlock+Fingerprint Smartphone,"₦ 103,999","₦ 150,999",,4.1 out of 5(117)
553,,Nokia T20 10.4” 4GB RAM/64GB ROM Android 11- Ocean Blue,"₦ 169,990","₦ 200,000",,4.4 out of 5(21)
554,,"Poco C61 6.71"" 3GB RAM / 64GB ROM Android 14 - Black","₦ 110,210","₦ 700,000",,1 out of 5(1)
555,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - White","₦ 331,855","₦ 390,000",,4.7 out of 5(3)
556,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -Black","₦ 133,300","₦ 200,000",,3.7 out of 5(3)
557,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Midnight Black,"₦ 157,320","₦ 250,000",,3.3 out of 5(9)
558,,"FreeYond M5,4GB+128GB,4G 6.52"" Smartphone 5000mAh,Grey","₦ 131,600","₦ 199,000",,3.8 out of 5(244)
559,,XIAOMI Redmi 14C 6.88'' 4GB RAM/128GB ROM Android 14 -Starry Blue,"₦ 139,000","₦ 500,000",,5 out of 5(1)
560,,itel P55T 6.56″ HD +Hole 4GB RAM/128GB ROM Android 14 - Gold,"₦ 115,000","₦ 159,000",,4.3 out of 5(132)
561,,XIAOMI Redmi 14C 6.88'' 8GBRAM/256GB ROM 5G Android 14 -Midnight Black,"₦ 176,320","₦ 400,000",,4.2 out of 5(30)
562,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Black","₦ 121,960","₦ 150,000",,4.1 out of 5(363)
563,,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black","₦ 119,900","₦ 200,000",,4.5 out of 5(15)
564,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Dreamy Purple,"₦ 157,320","₦ 350,000",,4.3 out of 5(48)
565,,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black","₦ 156,190","₦ 200,000",,4.7 out of 5(21)
566,,"Nokia 105_African Edition, 1.77"" 4MB/4MB, 800 MAh, Dual Sim - Blue","₦ 14,400","₦ 20,000",,3.9 out of 5(312)
567,,"Tecno Pop 9 6.67"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 142,900","₦ 200,000",,4.2 out of 5(22)
568,,"FreeYond F9,2GB+64GB,6.52"" Smartphone,4G,5000mAh,Black","₦ 96,600","₦ 139,000",,4 out of 5(298)
569,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 400,000",,4.1 out of 5(21)
570,,"Tecno Spark 30 Pro KL7 6.78"" 8GB RAM/128GB ROM Android 14 - Obsidian Edge","₦ 249,075","₦ 500,000",,4.1 out of 5(19)
571,,Realme Note 50 Dual SIM 3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.2 out of 5(22)
572,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 450,000",,3.3 out of 5(3)
573,,"itel S23+ 6.78"" FHD 8GB RAM/256 ROM Android 12 - Blue","₦ 198,000","₦ 280,000",,4.5 out of 5(29)
574,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4.5 out of 5(4)
575,,"Samsung Galaxy A06 6.7"" 4GB RAM/128GB ROM Android 14 - Light Blue","₦ 155,800","₦ 300,000",,5 out of 5(3)
576,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -White","₦ 133,300","₦ 200,000",,4.5 out of 5(10)
577,,"ZTE Nubia V60 Design 6GB / 256GB 6.6'' FHD+, 50MP Camera - Blue","₦ 174,230","₦ 300,000",,4.8 out of 5(23)
578,,Realme Note 50 Dual SIM  3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.5 out of 5(11)
579,,"Samsung Galaxy A24 6.5"" 6GB RAM/128GB ROM Android 13  - Black + Free Backpack","₦ 316,999","₦ 350,000",,3.7 out of 5(3)
580,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - Dark","₦ 331,855","₦ 390,000",,4.6 out of 5(7)
581,,"ZTE Blade A55, 4GB RAM + 128GB ROM, 6.6” HD+, 5000mAh - Black","₦ 121,445","₦ 200,000",,3.9 out of 5(16)
582,,"Samsung Galaxy A06 6.7"" 4GB RAM/64GB ROM Android 14 - Black","₦ 144,270","₦ 200,000",,
583,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4 out of 5(19)
584,,"Samsung Galaxy A06 6.7"" 4GB RAM / 64GB ROM Android 14 - Black","₦ 144,270","₦ 250,000",,4.5 out of 5(2)
585,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Light Green","₦ 122,000","₦ 135,000",,4.1 out of 5(49)
586,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 - Sage Green,"₦ 157,320","₦ 350,000",,
587,,"AGM H6 Leather Ultra-Thin Rugged Smartphone 6.6"" 16GB RAM/256GB Android 13 NFC - Black","₦ 272,669","₦ 304,386",,4.3 out of 5(44)
588,,"Poco C61 6.71"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 126,600","₦ 700,000",,1 out of 5(1)
589,,Nokia T20 10.4” 4GB RAM/64GB ROM Android 11- Ocean Blue,"₦ 169,990","₦ 200,000",,4.4 out of 5(21)
590,,"Poco C61 6.71"" 3GB RAM / 64GB ROM Android 14 - Black","₦ 110,210","₦ 700,000",,1 out of 5(1)
591,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - White","₦ 331,855","₦ 390,000",,4.7 out of 5(3)
592,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -Black","₦ 133,300","₦ 200,000",,3.7 out of 5(3)
593,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Midnight Black,"₦ 157,320","₦ 250,000",,3.3 out of 5(9)
594,,"FreeYond M5,4GB+128GB,4G 6.52"" Smartphone 5000mAh,Grey","₦ 131,600","₦ 199,000",,3.8 out of 5(244)
595,,XIAOMI Redmi 14C 6.88'' 4GB RAM/128GB ROM Android 14 -Starry Blue,"₦ 139,000","₦ 500,000",,5 out of 5(1)
596,,"Tecno POVA 6 Neo 6.78"" 8GB RAM/256GB ROM Android 14 - Black","₦ 268,500","₦ 300,000",,4 out of 5(4)
597,,"ZTE Blade A35 4GB RAM + 64GB ROM, 6.6” HD+, 5000mAh - Black","₦ 108,560","₦ 150,000",,4.7 out of 5(7)
598,,"Poco C75 6.88"" 6GB RAM / 128GB ROM Android 14 - Black","₦ 157,320","₦ 700,000",,
599,,"Tecno CAMON 30 6.78"" 12GB RAM/256GB ROM Android 14 - Dark","₦ 387,835","₦ 500,000",,
600,,itel P55T 6.56″ HD +Hole 4GB RAM/128GB ROM Android 14 - Gold,"₦ 115,000","₦ 159,000",,4.3 out of 5(132)
601,,XIAOMI Redmi 14C 6.88'' 8GBRAM/256GB ROM 5G Android 14 -Midnight Black,"₦ 176,320","₦ 400,000",,4.2 out of 5(30)
602,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Black","₦ 121,960","₦ 150,000",,4.1 out of 5(363)
603,,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black","₦ 119,900","₦ 200,000",,4.5 out of 5(15)
604,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Dreamy Purple,"₦ 157,320","₦ 350,000",,4.3 out of 5(48)
605,,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black","₦ 156,190","₦ 200,000",,4.7 out of 5(21)
606,,"Nokia 105_African Edition, 1.77"" 4MB/4MB, 800 MAh, Dual Sim - Blue","₦ 14,400","₦ 20,000",,3.9 out of 5(312)
607,,"Tecno Pop 9 6.67"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 142,900","₦ 200,000",,4.2 out of 5(22)
608,,"FreeYond F9,2GB+64GB,6.52"" Smartphone,4G,5000mAh,Black","₦ 96,600","₦ 139,000",,4 out of 5(298)
609,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 400,000",,4.1 out of 5(21)
610,,"Tecno Spark 30 Pro KL7 6.78"" 8GB RAM/128GB ROM Android 14 - Obsidian Edge","₦ 249,075","₦ 500,000",,4.1 out of 5(19)
611,,Realme Note 50 Dual SIM 3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.2 out of 5(22)
612,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 450,000",,3.3 out of 5(3)
613,,"itel S23+ 6.78"" FHD 8GB RAM/256 ROM Android 12 - Blue","₦ 198,000","₦ 280,000",,4.5 out of 5(29)
614,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4.5 out of 5(4)
615,,"Samsung Galaxy A06 6.7"" 4GB RAM/128GB ROM Android 14 - Light Blue","₦ 155,800","₦ 300,000",,5 out of 5(3)
616,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -White","₦ 133,300","₦ 200,000",,4.5 out of 5(10)
617,,"ZTE Nubia V60 Design 6GB / 256GB 6.6'' FHD+, 50MP Camera - Blue","₦ 174,230","₦ 300,000",,4.8 out of 5(23)
618,,Realme Note 50 Dual SIM  3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.5 out of 5(11)
619,,"Samsung Galaxy A24 6.5"" 6GB RAM/128GB ROM Android 13  - Black + Free Backpack","₦ 316,999","₦ 350,000",,3.7 out of 5(3)
620,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - Dark","₦ 331,855","₦ 390,000",,4.6 out of 5(7)
621,,"ZTE Blade A55, 4GB RAM + 128GB ROM, 6.6” HD+, 5000mAh - Black","₦ 121,445","₦ 200,000",,3.9 out of 5(16)
622,,"Samsung Galaxy A06 6.7"" 4GB RAM/64GB ROM Android 14 - Black","₦ 144,270","₦ 200,000",,
623,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4 out of 5(19)
624,,"Samsung Galaxy A06 6.7"" 4GB RAM / 64GB ROM Android 14 - Black","₦ 144,270","₦ 250,000",,4.5 out of 5(2)
625,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Light Green","₦ 122,000","₦ 135,000",,4.1 out of 5(49)
626,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 - Sage Green,"₦ 157,320","₦ 350,000",,
627,,"AGM H6 Leather Ultra-Thin Rugged Smartphone 6.6"" 16GB RAM/256GB Android 13 NFC - Black","₦ 272,669","₦ 304,386",,4.3 out of 5(44)
628,,"Poco C61 6.71"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 126,600","₦ 700,000",,1 out of 5(1)
629,,Nokia T20 10.4” 4GB RAM/64GB ROM Android 11- Ocean Blue,"₦ 169,990","₦ 200,000",,4.4 out of 5(21)
630,,"Poco C61 6.71"" 3GB RAM / 64GB ROM Android 14 - Black","₦ 110,210","₦ 700,000",,1 out of 5(1)
631,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - White","₦ 331,855","₦ 390,000",,4.7 out of 5(3)
632,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -Black","₦ 133,300","₦ 200,000",,3.7 out of 5(3)
633,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Midnight Black,"₦ 157,320","₦ 250,000",,3.3 out of 5(9)
634,,"FreeYond M5,4GB+128GB,4G 6.52"" Smartphone 5000mAh,Grey","₦ 131,600","₦ 199,000",,3.8 out of 5(244)
635,,XIAOMI Redmi 14C 6.88'' 4GB RAM/128GB ROM Android 14 -Starry Blue,"₦ 139,000","₦ 500,000",,5 out of 5(1)
636,,"Tecno POVA 6 Neo 6.78"" 8GB RAM/256GB ROM Android 14 - Black","₦ 268,500","₦ 300,000",,4 out of 5(4)
637,,"ZTE Blade A35 4GB RAM + 64GB ROM, 6.6” HD+, 5000mAh - Black","₦ 108,560","₦ 150,000",,4.7 out of 5(7)
638,,"Poco C75 6.88"" 6GB RAM / 128GB ROM Android 14 - Black","₦ 157,320","₦ 700,000",,
639,,"Tecno CAMON 30 6.78"" 12GB RAM/256GB ROM Android 14 - Dark","₦ 387,835","₦ 500,000",,
640,,itel P55T 6.56″ HD +Hole 4GB RAM/128GB ROM Android 14 - Gold,"₦ 115,000","₦ 159,000",,4.3 out of 5(132)
641,,XIAOMI Redmi 14C 6.88'' 8GBRAM/256GB ROM 5G Android 14 -Midnight Black,"₦ 176,320","₦ 400,000",,4.2 out of 5(30)
642,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Black","₦ 121,960","₦ 150,000",,4.1 out of 5(363)
643,,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black","₦ 119,900","₦ 200,000",,4.5 out of 5(15)
644,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Dreamy Purple,"₦ 157,320","₦ 350,000",,4.3 out of 5(48)
645,,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black","₦ 156,190","₦ 200,000",,4.7 out of 5(21)
646,,"Nokia 105_African Edition, 1.77"" 4MB/4MB, 800 MAh, Dual Sim - Blue","₦ 14,400","₦ 20,000",,3.9 out of 5(312)
647,,"Tecno Pop 9 6.67"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 142,900","₦ 200,000",,4.2 out of 5(22)
